budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3000000,"[{""id"": 37, ""name"": ""Western""}]",,3089,"[{""id"": 1556, ""name"": ""texas""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 9656, ""name"": ""cattle drive""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 15225, ""name"": ""cattle""}, {""id"": 185927, ""name"": ""adopted child""}, {""id"": 208505, ""name"": ""cattle empire""}]",en,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",5.344815,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Monterey Productions"", ""id"": 1316}, {""name"": ""Charles K. Feldman Group"", ""id"": 1317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/26/1948,9012000,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,7.3,82
2883848,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,239,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 33624, ""name"": ""band""}, {""id"": 160395, ""name"": ""spats""}, {""id"": 160396, ""name"": ""all girl band""}, {""id"": 160397, ""name"": ""st. valentine's day massacre""}, {""id"": 160400, ""name"": ""sugar""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 160406, ""name"": ""dressing""}]",en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",39.30982,"[{""name"": ""The Mirisch Corporation"", ""id"": 219}, {""name"": ""Ashton Productions"", ""id"": 11982}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/18/1959,25000000,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The movie too HOT for words!,Some Like It Hot,8,808
2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://thewizardofoz.warnerbros.com/,630,"[{""id"": 616, ""name"": ""witch""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4639, ""name"": ""crow""}, {""id"": 6027, ""name"": ""music""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 11409, ""name"": ""imaginary land""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 191616, ""name"": ""sepia color""}]",en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/15/1939,33754967,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642
2627000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,43306,"[{""id"": 3203, ""name"": ""pilot""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 162846, ""name"": ""ghost""}]",en,A Guy Named Joe,"Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment: he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS",0.531444,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/1/1944,5363000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6,8
2540800,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,872,"[{""id"": 3177, ""name"": ""fan""}, {""id"": 3748, ""name"": ""morning""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6494, ""name"": ""talkie""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 164090, ""name"": ""audience""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 164628, ""name"": ""diction coach""}, {""id"": 164636, ""name"": ""pearl necklace""}, {""id"": 164641, ""name"": ""flapper""}]",en,Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",36.556954,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/10/1952,7200000,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What a Glorious Feeling!,Singin' in the Rain,7.8,727
2361000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,43546,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 7665, ""name"": ""girls' boarding school""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9799, ""name"": ""romantic comedy""}]",en,Bathing Beauty,A big splash in her first starring role: Esther Williams is a teacher at a women's college -- and wacky Red Skelton enrolls to be near her. An astonishing flames-and-fountains aquatic finale.,0.628051,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/1/1944,6892000,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,M.G.M's Mammoth Technicolor Musical Spectacle!,Bathing Beauty,7,4
2300000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,17820,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 5987, ""name"": ""grandmother granddaughter relationship""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 163976, ""name"": ""reconciliation""}, {""id"": 165870, ""name"": ""riverboat""}, {""id"": 165871, ""name"": ""showboat""}, {""id"": 165872, ""name"": ""miscegenation""}, {""id"": 165875, ""name"": ""paddlewheel boat""}]",en,Show Boat,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,1.606314,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/13/1951,11000000,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's NEW!,Show Boat,6.9,18
2280000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",http://movies.disney.com/fantasia,756,"[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 190719, ""name"": ""musical segments""}]",en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.875469,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/1940,83320000,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most sensational sound you'll ever see!,Fantasia,7.2,808
2160000,"[{""id"": 18, ""name"": ""Drama""}]",,43610,[],en,The Valley of Decision,"Mary Rafferty comes from a poor family of steel mill workers in 19th Century Pittsburgh. Her family objects when she goes to work as a maid for the wealthy Scott family which controls the mill. Mary catches the attention of handsome scion Paul Scott, but their romance is complicated by Paul's engagement to someone else and a bitter strike among the mill workers.",0.1813,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/1/1945,9132000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Valley of Decision,5.8,4
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",,887,"[{""id"": 279, ""name"": ""usa""}, {""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2367, ""name"": ""rehabilitation""}, {""id"": 2425, ""name"": ""bodily disabled person""}]",en,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare. Captain Fred Derry is returning to a loveless marriage; Sergeant Al Stephenson is a stranger to a family that's grown up without him; and young sailor Homer Parrish is tormented by the loss of his hands. Can these three men find the courage to rebuild their world? Or are the best years of their lives a thing of the past?",8.38717,"[{""name"": ""Samuel Goldwyn Company, The"", ""id"": 28205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1946,23650000,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three wonderful loves in the best picture of the year!,The Best Years of Our Lives,7.6,143
2000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,55604,"[{""id"": 6281, ""name"": ""partnership""}, {""id"": 10590, ""name"": ""oil""}, {""id"": 156706, ""name"": ""oil tycoon""}, {""id"": 193506, ""name"": ""wildcatter""}, {""id"": 193507, ""name"": ""oil field""}]",en,Boom Town,McMasters and Sand come to oil towns to get rich. Betsey comes West intending to marry Sand but marries McMasters instead. Getting rich and losing it all teaches McMasters and Sand the value of personal ties.,1.867004,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/30/1940,9172000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,Boom Town,6.5,8
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,33667,"[{""id"": 10144, ""name"": ""anti semitism""}, {""id"": 13065, ""name"": ""soldier""}]",en,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,5.381536,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/11/1947,7800000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Gentleman's Agreement,6.8,47
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,43839,"[{""id"": 1691, ""name"": ""dance""}, {""id"": 167411, ""name"": ""ragtime""}, {""id"": 225156, ""name"": ""concert tour""}]",en,Alexander's Ragtime Band,"Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",0.483974,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/1938,4000000,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6
2300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,3766,"[{""id"": 242, ""name"": ""new york""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 2269, ""name"": ""aquarium""}, {""id"": 2682, ""name"": ""shanghai""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 4516, ""name"": ""romantic rivalry""}, {""id"": 4617, ""name"": ""insurance fraud""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 155436, ""name"": ""classic noir""}, {""id"": 195402, ""name"": ""film noir""}]",en,The Lady from Shanghai,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,8.055084,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mercury Productions"", ""id"": 11447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/24/1947,0,87,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I told you... you know nothing about wickedness,The Lady from Shanghai,7.2,102
1800000,"[{""id"": 18, ""name"": ""Drama""}]",,702,"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1565, ""name"": ""loss of sense of reality""}, {""id"": 2102, ""name"": ""brother-in-law""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 11209, ""name"": ""middle aged woman""}, {""id"": 12980, ""name"": ""brother-in-law sister-in-law relationship""}, {""id"": 157131, ""name"": ""light bulb""}, {""id"": 160945, ""name"": ""expectant father""}, {""id"": 210284, ""name"": ""off screen rape""}]",en,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,14.884756,"[{""name"": ""Charles K. Feldman Group"", ""id"": 1317}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/18/1951,8000000,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,7.6,281
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,36334,[],en,Deadline - U.S.A.,"With three days before his paper folds, a crusading editor tries to expose a vicious gangster.",0.225627,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/14/1952,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Deadline - U.S.A.,6.9,17
1644736,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,34106,"[{""id"": 2693, ""name"": ""monopoly""}, {""id"": 5728, ""name"": ""tycoon""}, {""id"": 6095, ""name"": ""house""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10483, ""name"": ""eccentric""}, {""id"": 11677, ""name"": ""secretary""}, {""id"": 11678, ""name"": ""free spirit""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 191786, ""name"": ""stenographer""}]",en,You Can't Take It With You,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",3.426314,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/1938,7433101,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,You Can't Take It With You,7.2,79
1650000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,11426,"[{""id"": 1668, ""name"": ""hawaii""}, {""id"": 2539, ""name"": ""harassment""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 33702, ""name"": ""bombing""}, {""id"": 158372, ""name"": ""military life""}, {""id"": 191110, ""name"": ""army base""}]",en,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",6.915201,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/4/1953,30500000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pouring out of impassioned pages...brawling their way to greatness on the screen!,From Here to Eternity,7.2,133
1600000,"[{""id"": 37, ""name"": ""Western""}]",,13909,"[{""id"": 1316, ""name"": ""captain""}, {""id"": 4268, ""name"": ""fort""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 156234, ""name"": ""cavalry""}]",en,She Wore a Yellow Ribbon,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",8.535178,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/22/1949,5400000,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,John Ford's New and Finest Picture of the Fighting Cavalry!,She Wore a Yellow Ribbon,7.1,61
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,3083,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 11937, ""name"": ""conservative""}, {""id"": 206515, ""name"": ""usa politics""}, {""id"": 219903, ""name"": ""political drama""}]",en,Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",12.2624,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/19/1939,9600000,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,7.9,241
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,4174,"[{""id"": 1453, ""name"": ""amnesia""}, {""id"": 4924, ""name"": ""insane asylum""}, {""id"": 9937, ""name"": ""suspense""}]",en,Spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",11.145915,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/28/1945,7000000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The maddest love that ever possessed a woman.,Spellbound,7.3,160
1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,3082,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 5386, ""name"": ""tramp""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 7025, ""name"": ""industrial revolution""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 33619, ""name"": ""pardon""}, {""id"": 33620, ""name"": ""guilty""}]",en,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,28.27648,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Charles Chaplin Productions"", ""id"": 1315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/5/1936,8500000,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,856
1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/snow-white-and-the-seven-dwarfs,408,"[{""id"": 351, ""name"": ""poison""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3758, ""name"": ""appearance""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 169341, ""name"": ""snow white""}]",en,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",80.171283,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1937,184925486,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1914
1288000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,223,"[{""id"": 660, ""name"": ""monte carlo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 8079, ""name"": ""cornwall""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14769, ""name"": ""devotion""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 188990, ""name"": ""costume party""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 228602, ""name"": ""second wife""}]",en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/12/1940,6000000,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The shadow of this woman darkened their love.,Rebecca,7.7,336
